ID do Produto;Transação;Operação (Entrada/Saída);Data de Entrada;Data de Saída;Quantidade;Data de Validade
6;adc976b5-e586-4aa3-b3ec-44a00ec3367e;Entrada;2024-03-02;;165;2024-04-08
13;b6251fb7-d860-4413-9dc6-6389841d4450;Saída;;2024-03-22;166;2024-06-19
7;9390195f-eb09-43a9-bca3-4e5671fa9740;Entrada;2024-03-21;;167;2025-02-25
42;0a8f4662-4459-4b59-8470-8b21aa092bed;Saída;;2024-03-10;168;2024-08-18
27;b2992cc4-8b00-41b5-875d-8eae5680ac36;Entrada;2024-03-01;;169;2024-08-22
26;191fde56-3529-42b0-ba57-77e034c5cd48;Saída;;2024-03-07;170;2025-01-31
2;b30501fc-6bae-46ae-a7fe-76f0920e94de;Entrada;2024-03-10;;171;2024-04-12
73;ef23f4c5-f08d-462f-99dc-06336b7b0c69;Saída;;2024-03-26;172;2024-07-31
16;02a11bc9-af9e-49ca-b29a-121e63dc7ad5;Entrada;2024-03-14;;173;2024-11-03
78;a3848d75-1d31-437b-a740-8f5bf3e0ddd1;Saída;;2024-03-16;174;2024-07-26
77;91a8b23c-1163-4679-a39e-821e82c034ad;Entrada;2024-03-12;;175;2024-04-19
47;2df1fb6a-a194-4310-9214-9fd94e92a72c;Saída;;2024-03-06;176;2024-12-16
66;9f5f096d-40f9-4169-9682-f15407a61645;Entrada;2024-03-19;;177;2024-06-06
22;e8120bc3-73c6-496c-97e4-236694677ed6;Saída;;2024-03-29;178;2024-04-10
47;60d24a8f-edbb-4b88-9c31-c457ba484ebf;Entrada;2024-03-29;;179;2024-12-16
74;f3242163-ab89-4975-860f-4c7f74234b8b;Saída;;2024-03-18;180;2024-03-08
17;56c90f38-19c4-45f9-96ec-32580445e4e2;Entrada;2024-03-24;;181;2024-03-29
73;8ffccdc5-02cf-4f3d-bffc-26d6b27587a2;Saída;;2024-03-01;182;2024-09-23
9;d1549226-2c1c-4185-b14f-876862db58a7;Entrada;2024-03-18;;183;2024-10-09
60;5c185a02-61af-4803-a052-15ec3ea2f85d;Saída;;2024-03-13;184;2024-08-08
62;48bf0760-618f-40ec-8b55-6fb1a086bf6e;Entrada;2024-03-07;;185;2024-12-27
28;7d6c47c7-b4bb-440c-a097-b74d3a73b023;Saída;;2024-03-19;186;2025-02-19
16;ed9e0cca-8dfa-4a3e-8bdb-b8c5139f0135;Entrada;2024-03-01;;187;2024-12-08
64;f3506067-8a7f-428d-aca9-7b10c3828ec4;Saída;;2024-03-22;188;2024-08-01
47;d05e56c7-2dfb-4061-859a-c7ae93342c76;Entrada;2024-03-12;;189;2024-09-05
52;03db862a-cb1f-45c4-bc60-4d7d9f8587a6;Saída;;2024-03-18;190;2024-11-12
58;4b546317-52f6-4031-b7b4-292662dbd443;Entrada;2024-03-18;;191;2024-03-07
60;e615a646-88e5-49a4-9dec-d52809aa8450;Saída;;2024-03-02;192;2024-07-03
68;f819c6b0-e5ed-4428-b6a2-fa04e4206dec;Entrada;2024-03-28;;193;2024-04-07
58;d54e202c-6eee-475d-a877-e640d33ed1b1;Saída;;2024-03-09;194;2024-12-27
29;a1791eb7-bbf6-43db-aac1-0262eed384b7;Entrada;2024-03-12;;195;2025-02-13
79;c01766c3-9c23-4a9b-a06f-1a59089a8a8d;Saída;;2024-03-07;196;2024-10-12
12;ce318667-2e54-4e87-b640-2222e666eef7;Entrada;2024-03-26;;197;2024-06-26
77;06e6dc7e-b301-4eee-a40e-271a5e5d77a6;Saída;;2024-03-26;198;2024-05-16
54;f77d8cd4-b996-46c6-801f-96541eafc549;Entrada;2024-03-21;;199;2024-05-11
14;4fe446c7-651b-4fb8-995a-7eec0179d9a6;Saída;;2024-03-02;200;2025-01-19
52;40a31600-0377-4422-a250-7130e8547917;Entrada;2024-03-11;;201;2024-06-12
27;762c1616-243e-4c1d-b093-c3e3a136d9dd;Saída;;2024-03-29;202;2024-12-20
73;ea7f71c9-0eef-402b-a3d4-a88aa006baeb;Entrada;2024-03-27;;203;2024-10-01
78;2e35bcf9-b919-4992-b366-41614e67ecdb;Saída;;2024-03-04;204;2024-07-29
64;4433661a-9475-46ee-a7c6-cbcb4a1091ff;Entrada;2024-03-01;;205;2024-04-17
43;6933cfe5-cda2-4b11-afc3-bfdee3f061a0;Saída;;2024-03-05;206;2024-09-25
41;8b722cff-2010-4bfa-b7c2-9553a3375b29;Entrada;2024-03-17;;207;2024-12-15
7;cf979b9e-6b34-4356-899f-c2bd05a2da91;Saída;;2024-03-19;208;2024-09-12
38;3d2a804d-42e4-4f4c-b160-45c41f1ef8f8;Entrada;2024-03-04;;209;2024-09-06
6;ac3736ee-6a04-4097-9264-a83a70f2aa6b;Saída;;2024-03-02;210;2024-07-31
8;4818bf79-92f0-4448-9ee5-bd57b668e4af;Entrada;2024-03-01;;211;2024-12-31
36;ad3cfe73-2a9f-452d-9d0a-66914821d415;Saída;;2024-03-02;212;2024-04-20
39;8a55be27-a791-4876-9d15-e6e0e9df74ac;Entrada;2024-03-18;;213;2024-04-09
40;2dfa9524-8da1-4cf0-a127-1142cfadf3bf;Saída;;2024-03-05;214;2024-12-05
75;3aff5c3c-323d-48c0-aa1e-7a33f4005afd;Entrada;2024-03-22;;215;2024-09-01
1;6673dd70-1ea1-4901-8e2d-74a688a66bea;Saída;;2024-03-28;216;2024-07-03
24;ea944388-cf2b-4ab9-9b87-acf502018db8;Entrada;2024-03-09;;217;2024-12-27
27;4e251f5b-d4f6-42a5-9a7f-e48220e09d6e;Saída;;2024-03-14;218;2025-02-06
4;57570b97-69c4-4153-9103-8e4035218af9;Entrada;2024-03-01;;219;2024-10-05
39;bb7ee4db-6763-46af-aa3c-ea52fafc2ef4;Saída;;2024-03-11;220;2024-03-29
43;1fbaeb72-bfc5-47e1-843b-e7904ffaaf8b;Entrada;2024-03-24;;221;2025-02-27
16;be705988-5923-469c-8984-87e637f1362c;Saída;;2024-03-26;222;2024-04-23
70;7476bf54-3ec8-43ca-adc3-6941ac536980;Entrada;2024-03-28;;223;2024-08-19
1;06f18e01-4293-4f8d-a04b-5df6417df08b;Saída;;2024-03-01;224;2024-12-11
37;9e733634-d488-4117-84ce-cbed611fa0c2;Entrada;2024-03-17;;225;2024-10-14
77;d662bf79-f60b-4003-9c2a-6011114f9e0e;Saída;;2024-03-19;226;2024-07-29
35;e65cfbe0-a61e-40ee-b1fc-063d616dfd70;Entrada;2024-03-04;;227;2025-01-27
72;5877dea0-2d59-498b-b1c2-1bcaf48b749c;Saída;;2024-03-29;228;2024-05-11
13;dd94f20d-e65d-4911-8c2e-1dcf0f091285;Entrada;2024-03-11;;229;2024-03-26
73;4181903a-71ba-4041-ad8b-c408ddbb5deb;Saída;;2024-03-16;230;2024-12-01
45;66584241-0d55-4e66-bf88-69b71becb28d;Entrada;2024-03-06;;231;2024-12-11
62;dc950e30-9220-4841-a05f-7f07b8ee9eaa;Saída;;2024-03-23;232;2024-03-30
39;41995697-bd60-43c4-b500-c0e2e498f4ee;Entrada;2024-03-10;;233;2024-04-14
59;bfdfea56-d9ae-4a96-a5f5-e97263048bf5;Saída;;2024-03-13;234;2025-01-26
70;669d6fdb-0d40-4105-b021-e9cfd20bce3c;Entrada;2024-03-14;;235;2024-12-29
77;b48b50ba-bcf1-4905-bd3c-8adb823a61dd;Saída;;2024-03-05;236;2024-12-03
27;e5f958f2-20ba-4c6f-b437-517752581b14;Entrada;2024-03-24;;237;2024-06-03
55;b7c8cc74-43ab-4ece-bd9d-4aae38f81d5b;Saída;;2024-03-05;238;2024-05-26
45;c29cead4-e519-470d-9d86-f05779c46f0e;Entrada;2024-03-24;;239;2024-06-28
27;626a4182-761d-4ee5-a48a-a5df5c596308;Saída;;2024-03-13;240;2025-02-11
48;4670a395-c8dd-42b6-8e0b-e342921cafcd;Entrada;2024-03-11;;241;2025-01-08
9;b8bf24cc-0c50-4af2-a158-76e600dde479;Saída;;2024-03-04;242;2024-04-14
3;26356377-cac6-4f82-a53a-3db5d6d43a7b;Entrada;2024-03-29;;243;2024-08-04
76;f1e7e24d-7036-416f-aa7d-4673fd5b27c7;Saída;;2024-03-06;244;2024-11-13
54;e9131980-21e3-4a85-89e7-f1bb4386562c;Entrada;2024-03-07;;245;2024-09-28
43;203f4809-1371-4f7e-a0d0-13acf745593e;Saída;;2024-03-11;246;2024-09-06
17;e64b6d56-2eed-4dfc-b71c-5056ca97d9e5;Entrada;2024-03-26;;247;2024-05-22
37;b2b65305-7503-4b9c-ad6f-6b85528872f7;Saída;;2024-03-06;248;2024-04-24
38;d20b8af7-c082-471a-8cfa-b44d0441c87e;Entrada;2024-03-03;;249;2025-01-08
17;cc6d57b4-56da-438f-b544-e6fa76376163;Saída;;2024-03-26;250;2024-11-19
61;25bcb462-ed9a-44d9-8932-7542518969c0;Entrada;2024-03-13;;251;2024-04-08
39;40260161-49bf-4438-8e1e-57d095ec7a6d;Saída;;2024-03-25;252;2025-02-14
23;431f389d-7409-4b57-a25c-85f2df181764;Entrada;2024-03-20;;253;2025-01-16
39;d428215f-cfcc-446d-95d4-5927c7ec11ca;Saída;;2024-03-08;254;2024-07-23
48;a70f51e6-fb0e-4ffd-ae4b-8dd424a5e249;Entrada;2024-03-10;;255;2024-12-30
64;25dd2ec5-d66e-4523-abc9-08f73eb5b1c2;Saída;;2024-03-08;256;2024-09-21
52;32263074-89c4-425b-8d86-d0838fea6d1b;Entrada;2024-03-13;;257;2024-09-23
4;eb365a9a-50fb-4fcd-b72e-7d3855e731f5;Saída;;2024-03-14;258;2024-03-16
49;75f2cd01-d766-4229-abdc-d86993a38b09;Entrada;2024-03-22;;259;2024-08-10
56;ca75444c-55f3-44df-8737-62e165dd2725;Saída;;2024-03-10;260;2025-01-10
65;4bb5df34-3505-48ce-9394-92c3d471a161;Entrada;2024-03-05;;261;2024-09-17
64;d6de029d-9e1d-42ac-8d15-9430d9afebcd;Saída;;2024-03-26;262;2024-06-08
25;ea7968ed-c07b-41e5-bf32-ffbdde43e1d9;Entrada;2024-03-09;;263;2024-03-04
70;00615523-579d-4b3d-9d59-0b5541544849;Saída;;2024-03-16;264;2024-04-15
51;9310a87e-96a2-4f4a-ad16-0c8be7e50be1;Entrada;2024-03-03;;265;2024-07-01
68;5bbd9bfd-9ff3-44a2-bb67-a5a3cda1c774;Saída;;2024-03-24;266;2024-06-20
73;0c387744-322f-4c26-90bd-fd9e7592a55c;Entrada;2024-03-18;;267;2024-05-07
47;4e516dc3-6660-4d6a-bfa1-b6f27fdc1cc8;Saída;;2024-03-25;268;2024-05-24
76;ab7dad68-6eea-4551-a1c3-7336920582e7;Entrada;2024-03-15;;269;2024-10-29
22;df6df5a3-c712-49cd-80d1-f6675bbb564b;Saída;;2024-03-20;270;2024-10-18
74;dc37281b-0006-4d0c-958c-d5b0e127ed33;Entrada;2024-03-02;;271;2024-11-10
19;a21fcef7-63c3-4bdc-ac98-e340d1f1a3a4;Saída;;2024-03-20;272;2024-07-12
26;c3b67e45-b0ed-4e0a-8945-92234a224295;Entrada;2024-03-22;;273;2024-07-24
8;3e34efbf-af26-41df-b280-eee6405a82aa;Saída;;2024-03-04;274;2024-05-04
20;8ba35340-a17f-4f2b-aa32-d6963f176079;Entrada;2024-03-04;;275;2024-04-04
37;a5c5b153-f15a-4400-ad24-b8058ba0dc87;Saída;;2024-03-03;276;2024-06-22
