ID do Produto;Transação;Operação (Entrada/Saída);Data de Entrada;Data de Saída;Quantidade;Data de Validade
55;ec2d379f-ed6f-4c60-ac83-e1118135e299;Entrada;2024-04-27;;89;2025-03-27
31;e83573db-a36d-45e8-8975-c63ba16b5d5c;Saída;;2024-04-20;90;2024-11-22
69;25e52bc3-5ce1-45c2-b16a-0697bd9f1b4a;Entrada;2024-04-23;;91;2024-12-04
51;91ec7cc1-9a07-45c6-9430-20712669563b;Saída;;2024-04-19;92;2024-07-30
46;5e0bb65c-7576-49d3-b758-691622d91027;Entrada;2024-04-04;;93;2024-04-22
8;4cca13ad-effe-45ce-ae54-1787ecf059aa;Saída;;2024-04-03;94;2025-01-17
67;2998b35a-8444-4eea-b7e3-4679a197ba4d;Entrada;2024-04-24;;95;2024-12-19
24;6c8d6143-12cc-4036-acf8-4c631d05793e;Saída;;2024-04-14;96;2024-09-23
2;4fa65768-9dc0-446d-aa21-206b18c01659;Entrada;2024-04-26;;97;2024-09-18
23;203b991c-cdc3-4b06-a4d6-221ec41f83ca;Saída;;2024-04-03;98;2025-02-25
68;583fc7c6-33a0-4a2a-b04e-feadec51fb0f;Entrada;2024-04-19;;99;2024-10-13
69;6925c74d-cc06-499c-838a-2c5ee2d80b6a;Saída;;2024-04-19;100;2024-05-06
41;8b391e7e-763b-4634-95c7-2a152ee3db1b;Entrada;2024-04-03;;101;2024-09-22
56;9f202483-ae72-4238-a77d-5b04693c1b05;Saída;;2024-04-22;102;2024-09-13
55;99407b07-0dbc-466d-a5aa-3eb3c92567bf;Entrada;2024-04-17;;103;2025-02-16
54;7ed98d81-aec9-4441-9faf-b7aacb1286ea;Saída;;2024-04-17;104;2024-11-24
13;87ea9ea0-852b-4d49-8931-2f6602499907;Entrada;2024-04-16;;105;2025-03-29
77;7e76120d-fc10-48eb-8d3c-429c5b844fbd;Saída;;2024-04-29;106;2024-11-12
52;fcdab3d4-a222-4d76-90aa-078238e9a7e5;Entrada;2024-04-01;;107;2024-04-30
17;b005bcc1-16a0-435b-ae23-b944376f714e;Saída;;2024-04-11;108;2024-10-01
41;3f1e771c-35eb-47e2-bdd2-a874d1c9e599;Entrada;2024-04-07;;109;2024-07-20
45;5106b3d0-b108-4a72-9651-7ec710c02c7b;Saída;;2024-04-11;110;2024-10-15
65;3422fa8a-2989-4bf1-822b-97d3708139f7;Entrada;2024-04-06;;111;2025-03-19
13;25b94f76-f940-4b6f-8520-30c15a48b36a;Saída;;2024-04-14;112;2024-10-06
73;43efe01d-9452-4ce9-8000-a82466f69082;Entrada;2024-04-24;;113;2024-07-26
49;95b565da-263f-4815-9465-1c356aacc25c;Saída;;2024-04-20;114;2024-05-26
41;9be26e4f-5617-4d90-a4a5-1e57c4e3aad4;Entrada;2024-04-25;;115;2025-01-19
34;2c8a6845-f3fe-47d3-9bb0-76c2a6b421af;Saída;;2024-04-10;116;2024-12-23
16;0d579b1d-c537-4f38-98d8-1c74376d5693;Entrada;2024-04-24;;117;2024-07-03
15;fd527133-1b5d-44da-bd29-df22b8555039;Saída;;2024-04-23;118;2024-12-18
46;cde014e8-c725-4c2a-9c36-3ba0dc538da5;Entrada;2024-04-29;;119;2024-05-28
59;c40f7596-e0cd-4593-a841-5f7dbae4ac1e;Saída;;2024-04-27;120;2025-03-07
40;8a4c92e2-be41-4313-a2f7-cebd2ed7973f;Entrada;2024-04-04;;121;2024-09-05
24;c39bccd4-c9cb-4c5f-ae88-c5fcb7f00af3;Saída;;2024-04-26;122;2025-03-17
12;0992a3bb-5747-4db5-a667-2090a36fcd4a;Entrada;2024-04-05;;123;2024-10-29
21;5009ccae-b064-4a8f-ad83-3a27f4ff5c9b;Saída;;2024-04-20;124;2024-07-10
34;10ef8e96-a35d-48a6-9d5c-9823695c2669;Entrada;2024-04-26;;125;2025-03-11
33;cb75e724-fbc0-46cf-87cd-626b05259d8b;Saída;;2024-04-02;126;2025-03-26
43;5bac7879-e711-45f7-80e2-b66ab876c525;Entrada;2024-04-15;;127;2024-06-04
53;a0c0310e-0c4a-4547-97ef-33cf69fa7241;Saída;;2024-04-29;128;2024-12-28
56;fcc1f8be-8b6e-4c9b-87ea-542c8715132f;Entrada;2024-04-09;;129;2025-01-08
27;43d19ed0-a665-4da1-9ee8-b5c4e4560450;Saída;;2024-04-04;130;2024-07-19
11;9c4b9a7d-ad2d-4953-b7df-c43639749734;Entrada;2024-04-14;;131;2024-11-06
33;7ecdf2a1-40a3-44a3-96f5-c0add8edd41e;Saída;;2024-04-02;132;2025-03-16
21;da6b6503-cd6c-4994-8812-efcf800e197c;Entrada;2024-04-28;;133;2024-06-25
44;7b6de427-dbb3-4520-9548-f1c8a3b33b24;Saída;;2024-04-02;134;2024-09-22
39;0ecbdec6-07d5-4402-bed2-c211e9c50cfa;Entrada;2024-04-29;;135;2024-06-03
72;16ca3252-e742-4926-830b-cfa2ea99531c;Saída;;2024-04-23;136;2024-07-16
63;8f9d40bf-02ba-4b39-b329-872d734b01d0;Entrada;2024-04-28;;137;2024-06-08
72;98c5f262-ade2-4969-890a-836a710bb573;Saída;;2024-04-03;138;2024-12-06
1;cef11c20-2134-4b7b-9b63-8f3267b429b7;Entrada;2024-04-25;;139;2024-09-17
20;055148c1-22e1-4fff-ac22-1a052a2759ec;Saída;;2024-04-20;140;2024-10-30
70;54364f30-a889-4546-9b85-f566d5f7dd2b;Entrada;2024-04-16;;141;2024-05-08
71;7d834363-9ae5-4050-a018-aa4c4bf38716;Saída;;2024-04-07;142;2024-09-19
59;1de37ea8-47c2-44e1-aa33-14dd1dc8b240;Entrada;2024-04-29;;143;2024-09-29
16;7d8f78bc-f048-42d5-af3b-050009a23363;Saída;;2024-04-16;144;2024-06-27
59;8061b24a-d9b0-420e-b3a4-9dbf34e18f5c;Entrada;2024-04-12;;145;2025-02-21
32;080ffb58-8955-4a36-be66-cf0a8bdf3cf9;Saída;;2024-04-20;146;2024-08-08
18;55cf57a9-e3a5-4c90-aa02-e4847e4e9fab;Entrada;2024-04-29;;147;2025-01-29
41;3bc933f1-442c-48bb-b27a-f8a9487e3eaa;Saída;;2024-04-19;148;2025-03-31
73;6c94bd6e-0159-49ea-9223-771dd516fc01;Entrada;2024-04-16;;149;2024-10-11
26;8882d955-92bc-4f41-bc97-f8e513deb41d;Saída;;2024-04-26;150;2024-08-27
6;5312abd8-f773-4a91-a14b-35768c89ce3d;Entrada;2024-04-24;;151;2024-05-05
19;4fb87664-261d-4437-9723-f66f48e2660e;Saída;;2024-04-06;152;2024-08-24
24;b17da218-41fe-4d63-bdbc-ffa886bc4741;Entrada;2024-04-23;;153;2024-08-18
56;35aed386-4b8d-4d0f-ad7e-4b5de53f686e;Saída;;2024-04-10;154;2024-10-29
62;36c6b96c-1acd-42a2-84dc-985cfd2e3954;Entrada;2024-04-18;;155;2024-11-03
41;fb064889-0900-4e09-af00-cf7e49834f30;Saída;;2024-04-06;156;2024-07-09
41;c3ac4010-e988-46e1-aa14-a6701f09071b;Entrada;2024-04-15;;157;2025-02-07
71;d2a63054-82fa-4565-b6a1-26e4545a3f68;Saída;;2024-04-19;158;2025-02-08
31;61a557f9-fcfa-4932-912a-eff69ddc5ce3;Entrada;2024-04-26;;159;2025-03-27
7;b0d78057-cca8-4fd9-a64a-8fc3c8fe147f;Saída;;2024-04-16;160;2024-07-31
64;cd8b1136-ffd4-4682-88a5-d2a470ee5795;Entrada;2024-04-06;;161;2024-06-27
76;ffa3e190-e95e-4876-b388-ad4f522211c1;Saída;;2024-04-28;162;2024-07-01
69;70d33a98-807c-449f-bc5f-718acb4fccb8;Entrada;2024-04-29;;163;2024-06-21
33;56d176d9-2d7f-43da-9209-0028e6f3e484;Saída;;2024-04-25;164;2025-02-12
22;4abb34c2-570f-4c2d-8a14-d96fcc26cfb4;Entrada;2024-04-01;;165;2024-11-15
9;0b1f1fd7-6681-4669-91e9-3689c3392c9e;Saída;;2024-04-20;166;2024-12-29
75;92e848d6-c578-4a8d-8ef3-94913c97ff0d;Entrada;2024-04-20;;167;2025-01-19
47;9e9e9825-7911-4d94-b5dd-54633e6402de;Saída;;2024-04-17;168;2024-05-07
52;efa96983-e43d-45a8-8387-1d0986d5db3d;Entrada;2024-04-10;;169;2025-03-26
4;06bd2448-f31d-4ce9-8c76-2b5d9912cae2;Saída;;2024-04-25;170;2024-05-18
73;239f7614-76ab-41a6-9ec5-cefe4a7fc0e8;Entrada;2024-04-10;;171;2024-06-25
44;65ed7dd6-3aa7-4ac0-a1d9-d9323331f22b;Saída;;2024-04-17;172;2024-09-11
5;ad634592-7f60-4402-bf9a-a9326322ba37;Entrada;2024-04-25;;173;2024-11-18
75;6801a90c-f2e3-48f8-97f3-0de52acb54fc;Saída;;2024-04-04;174;2024-06-28
43;0040d9bb-2e7f-4f2c-afb0-4cc1533ee95c;Entrada;2024-04-08;;175;2024-05-11
14;5199b5ea-6e90-4a95-a5fe-a403eb2c8522;Saída;;2024-04-20;176;2024-04-08
77;5f058bce-e489-43f4-9651-4e6709445e5b;Entrada;2024-04-29;;177;2024-05-19
31;cb61b152-2169-4a7b-bbc6-8cc6cd3c20d5;Saída;;2024-04-24;178;2024-11-22
24;b3709189-e021-45d9-9c2f-7cd9a9f01f7b;Entrada;2024-04-29;;179;2025-04-01
41;707e64b1-bc3f-4652-8aa0-640773030b98;Saída;;2024-04-23;180;2024-05-22
16;eeb3b172-f637-4855-8347-fd765c8b1763;Entrada;2024-04-29;;181;2024-07-28
41;cbf4a4c3-6590-4ad8-a6af-7ae8dba9d618;Saída;;2024-04-08;182;2024-04-27
15;40283c00-98a1-428c-8de5-f05e0a4c40a5;Entrada;2024-04-11;;183;2025-03-29
76;08f3782f-ca6d-4728-a700-eb5ea4389f11;Saída;;2024-04-13;184;2024-06-05
76;da13ba56-4289-408a-abad-1be7a95f11fe;Entrada;2024-04-13;;185;2024-07-15
77;076cea50-7469-4015-98b6-c24009a4b372;Saída;;2024-04-22;186;2024-07-13
78;433265a0-07e9-4572-8ff1-c1840415090b;Entrada;2024-04-10;;187;2024-06-13
38;5f4ea169-e27b-45b7-91a3-6cbcc0a0ffa2;Saída;;2024-04-20;188;2024-09-08
22;6c87e3f8-6b5f-4af5-ba7a-a2bf423007a2;Entrada;2024-04-12;;189;2024-11-08
58;d83b0839-36cd-4236-9362-92324bbe15c4;Saída;;2024-04-12;190;2024-09-11
2;7088dc75-6e20-4e7a-acf0-84f5ee94976f;Entrada;2024-04-27;;191;2024-06-09
62;14638635-0200-44cd-a20a-f49f6d8669f2;Saída;;2024-04-02;192;2025-03-19
12;c5567747-ded0-4b77-8045-f42a72137c8e;Entrada;2024-04-13;;193;2024-12-03
42;113fa45b-f45e-4590-bf9f-d9ea3a076ec5;Saída;;2024-04-26;194;2024-10-06
64;d53712ea-7abf-411d-85c7-e66cbe655f92;Entrada;2024-04-04;;195;2024-09-21
69;36d17054-0ebd-469e-ba55-eef78bb737fd;Saída;;2024-04-15;196;2024-05-18
67;0c2a77dc-f652-4b99-825d-16a614ccf23a;Entrada;2024-04-20;;197;2024-04-13
78;4ad3e371-a259-4ece-b610-f65c81ac6c68;Saída;;2024-04-18;198;2024-11-22
34;372b6d3d-3d4c-4284-aa56-a85b0fdaeeb8;Entrada;2024-04-03;;199;2024-05-15
64;2f7a679b-9cfa-485f-9c66-93bbdf691e07;Saída;;2024-04-03;200;2025-03-16
27;b4d5840c-b399-48e8-a39e-ae021f004d84;Entrada;2024-04-27;;201;2024-12-17
33;96314098-dd07-4bb9-89f2-389e320fb46d;Saída;;2024-04-23;202;2024-11-20
21;26585746-98a3-4aa6-8743-a96c8c26cd71;Entrada;2024-04-08;;203;2024-04-21
13;3c7e316a-6f87-4f9c-9a5f-1e4ef236cc84;Saída;;2024-04-18;204;2024-08-19
14;49581fc1-a001-4c01-93d7-2eeb72bd8b06;Entrada;2024-04-28;;205;2025-01-20
77;ba262ca1-2cf4-49c5-9bff-6c68e21b2caf;Saída;;2024-04-05;206;2024-06-27
10;44a4ccc4-4d57-44cb-a6c8-2ebce566830e;Entrada;2024-04-23;;207;2025-02-16
5;a5c91f7f-463a-4f16-9c26-37d90b86b42e;Saída;;2024-04-02;208;2024-11-01
66;ccdf3ba7-3327-4e2f-9b4f-5c4f9bc13707;Entrada;2024-04-02;;209;2024-08-06
15;8a72687e-42ad-499c-a190-98d4ef8194d9;Saída;;2024-04-24;210;2024-05-27
9;4e80d641-633c-4716-961d-b52b6c108c9a;Entrada;2024-04-28;;211;2024-06-22
38;61491c97-5bae-42e9-9357-d34576202c1c;Saída;;2024-04-17;212;2025-03-27
30;76fbefe5-02d2-4c6c-abb3-150db1507cf2;Entrada;2024-04-05;;213;2024-07-07
65;4249907b-4184-411d-8a07-18bc9cdff1f6;Saída;;2024-04-12;214;2025-01-23
66;f70165f6-7b90-4878-8aff-df34b5fa808d;Entrada;2024-04-16;;215;2024-04-11
41;f3c1f011-ad06-4ae2-91b2-f4b86451b0c1;Saída;;2024-04-15;216;2024-08-19
45;4d02cfce-3c40-4a92-9aab-b89d0b44d7dd;Entrada;2024-04-10;;217;2024-06-05
18;328cb8ac-9819-4eba-8a4a-64e85dd0b8fa;Saída;;2024-04-12;218;2025-02-16
12;911e6222-e90d-4fd3-87ee-e700e5aa06c2;Entrada;2024-04-22;;219;2025-03-21
71;15282cf4-ff90-4b80-8c7c-22f446c5f0a9;Saída;;2024-04-02;220;2025-03-23
46;a6397a14-3639-4ff3-af67-ae69bdd4cb08;Entrada;2024-04-03;;221;2024-11-30
10;01db27d8-85a3-4dca-ad5f-3e6550c99d30;Saída;;2024-04-28;222;2024-12-15
8;65fff520-f39b-4adf-95b8-4867cb87f6c7;Entrada;2024-04-17;;223;2025-01-17
41;e7007cea-559a-4892-a25a-49f48eb73373;Saída;;2024-04-26;224;2024-09-28
41;41cd433e-b1d4-4322-a644-1e583570314e;Entrada;2024-04-02;;225;2024-11-05
70;893b4800-3b90-4265-9893-a4e0d8bcf308;Saída;;2024-04-16;226;2025-03-17
27;5ee4f2ac-9c1e-4e57-8de6-a920475a7afa;Entrada;2024-04-26;;227;2025-01-19
29;bec5dbdb-86ae-45ee-842f-ee5399c7cf40;Saída;;2024-04-02;228;2025-02-07
52;081ad11c-2163-4f7a-acf8-e078fcc90e20;Entrada;2024-04-15;;229;2024-12-20
49;3081f46d-2537-4be5-ab8d-bb8a862f33c0;Saída;;2024-04-05;230;2025-02-08
40;520ffd6c-5abe-4910-b1bb-18376a04a511;Entrada;2024-04-02;;231;2024-08-24
21;c265c568-3373-41f1-9e74-1c62f415aea4;Saída;;2024-04-09;232;2025-02-25
70;440223df-8583-4549-a5b4-48d1532e88dd;Entrada;2024-04-25;;233;2024-09-22
66;0800f4f0-6224-4832-9a40-9165759143bd;Saída;;2024-04-09;234;2024-07-12
51;c16bb4b0-31b6-469e-adda-6b450447af83;Entrada;2024-04-10;;235;2025-01-06
36;5937db2f-1dce-4c91-9740-f3b5f8f7415c;Saída;;2024-04-19;236;2024-04-05
15;7ecfe1c2-7543-4ade-8452-81ad5d46ff6f;Entrada;2024-04-17;;237;2024-05-20
33;90e26ca8-a219-447a-ade8-a1c8092fa3e6;Saída;;2024-04-10;238;2024-08-20
72;9385b427-b375-4c2d-9c4f-93ce7989152d;Entrada;2024-04-14;;239;2024-06-28
48;6af71c62-8757-47c7-8086-0e0b80cbce72;Saída;;2024-04-26;240;2024-12-22
24;da01ec3e-74c7-4599-9d94-93e055c0aea4;Entrada;2024-04-21;;241;2024-12-04
73;b416339c-82ed-4688-9db6-eb3e36c1f0ef;Saída;;2024-04-09;242;2024-06-29
4;0e1f9760-864e-4b64-bc10-8a63be5e9741;Entrada;2024-04-15;;243;2025-01-14
49;9cf3aa79-5e9f-4414-88d6-2b1614f131fb;Saída;;2024-04-29;244;2024-07-09
55;8b26a9bf-54fa-49f9-b7b7-935789eeb302;Entrada;2024-04-18;;245;2024-05-31
73;a8c243b2-26e2-4555-8487-bb1f9b20ae20;Saída;;2024-04-18;246;2024-12-05
73;4776cb33-4797-48bc-b491-c75a09ff7d21;Entrada;2024-04-06;;247;2024-07-18
33;ed94f221-c7d8-4881-b495-ad4f9fbe7a07;Saída;;2024-04-29;248;2024-06-03
9;b1cd9a5d-fa19-4243-8974-12ee726d9f4f;Entrada;2024-04-18;;249;2024-07-08
21;fa2aad03-0b67-4e6a-8e74-05a67c59fbff;Saída;;2024-04-21;250;2024-12-12
56;7bf49e62-4081-43c1-8846-79bc283f3da1;Entrada;2024-04-05;;251;2025-02-16
52;229415dd-9e27-4300-b969-e87e23b92f1f;Saída;;2024-04-20;252;2024-07-09
6;df89391c-1493-4c21-a324-81cccb759f0c;Entrada;2024-04-01;;253;2025-01-21
74;859fc204-0ed2-4b40-90a0-3704cc412c25;Saída;;2024-04-10;254;2025-02-12
21;9d8582fc-b497-414a-8f95-0a1f2a24e4ac;Entrada;2024-04-24;;255;2025-02-25
36;86297ddf-81b0-4438-bacd-2e8542da2415;Saída;;2024-04-22;256;2024-06-14
9;cf51009a-d455-49ab-b6f0-c3d95de0cafc;Entrada;2024-04-29;;257;2025-03-20
55;cc319b91-6722-4aeb-abed-33b8d2395cb5;Saída;;2024-04-05;258;2025-02-23
41;b8f26c3d-9ca5-4169-a3dc-9be4f9b0a440;Entrada;2024-04-04;;259;2024-09-09
55;e1862c17-3cfe-473b-92a7-e7267d007f07;Saída;;2024-04-14;260;2024-11-23
12;b802855a-04d6-418a-83bf-556a36861a9f;Entrada;2024-04-24;;261;2024-05-13
43;8424ee67-225e-4f65-8a05-db185bfe59ff;Saída;;2024-04-18;262;2024-05-28
8;df52e1aa-5cc2-4c45-95c9-2360809a9e3d;Entrada;2024-04-03;;263;2024-12-24
23;9936ff10-354b-4714-91e7-769e06ad7df7;Saída;;2024-04-25;264;2025-03-18
71;29827b4d-7ad1-49bd-bf2c-6de70ec99c22;Entrada;2024-04-28;;265;2024-06-17
6;5b588cdb-12e6-4f43-8817-dc504f28580a;Saída;;2024-04-14;266;2024-10-31
18;4e75d606-4878-4376-bca1-b33e2f21d0d6;Entrada;2024-04-02;;267;2024-05-02
36;6645b058-1eeb-4ce0-b8cd-57700b7a81a5;Saída;;2024-04-14;268;2024-07-07
72;70deb076-4332-4be3-a0ce-f7894f7456c4;Entrada;2024-04-11;;269;2024-06-06
36;f08e37ef-2cd1-41eb-8732-8e8248e0f2ca;Saída;;2024-04-27;270;2024-07-17
16;c77ef00c-8a8c-4f10-943a-73cdeef5c9a2;Entrada;2024-04-07;;271;2025-01-25
24;6606c030-3cd7-46fc-b3c0-367246043f45;Saída;;2024-04-15;272;2024-09-06
71;edb9ed6b-89fa-49de-86e1-4180bbadb55a;Entrada;2024-04-04;;273;2024-06-18
