ID do Produto;Transação;Operação (Entrada/Saída);Data de Entrada;Data de Saída;Quantidade;Data de Validade
32;36fe6e06-2803-405d-83b5-2d34c4803f74;Saída;;2024-07-25;222;2024-11-01
24;c62eb63c-7112-42b7-ba48-df21de55cf33;Entrada;2024-07-21;;223;2025-05-15
22;af9ae711-b4cf-41f4-a925-64475a26dbc8;Saída;;2024-07-26;224;2024-10-20
37;86c484db-9f73-4937-833e-466f1aba0832;Entrada;2024-07-30;;225;2025-05-18
49;6ab1cea4-a09c-43e2-b49a-4115e01ee87f;Saída;;2024-07-26;226;2025-06-27
14;445376c7-10a6-47b6-ad69-49b9225d44f6;Entrada;2024-07-08;;227;2025-04-09
10;d1159d3f-3e0d-4cf9-a492-2dd6d5caaf80;Saída;;2024-07-21;228;2025-01-26
5;1928982a-d4b0-491f-9af5-c985ca5a3405;Entrada;2024-07-18;;229;2025-05-02
49;9a018ba0-c6b9-49ff-a7e4-b6a506406c0c;Saída;;2024-07-17;230;2024-08-14
57;d89d191e-bfb3-4b7b-9687-d6bf09efa462;Entrada;2024-07-09;;231;2025-02-07
22;8e298cce-b967-4a27-9e5f-ff36561e8855;Saída;;2024-07-07;232;2025-06-11
69;1379d97a-dc0d-440b-9f51-296076f2a297;Entrada;2024-07-19;;233;2025-01-26
15;86449fd5-8a13-43e3-96a0-338c50a18cd6;Saída;;2024-07-22;234;2024-08-15
55;17518321-7564-4a68-97ad-5acf13667222;Entrada;2024-07-30;;235;2025-04-18
79;67dd9abc-0ef6-4a54-8aca-820d46c00579;Saída;;2024-07-09;236;2024-09-14
79;389330ec-aceb-43ec-b006-840eb3d03f38;Entrada;2024-07-22;;237;2025-02-13
77;b5a54739-1643-47a4-a398-c1ba0f3990f6;Saída;;2024-07-28;238;2025-06-15
35;caaf9de3-cd19-4ef7-afd1-40dc3aa2324b;Entrada;2024-07-10;;239;2024-11-10
46;0d804353-566d-4fc1-ac97-0452d3c7ff8b;Saída;;2024-07-08;240;2025-05-26
38;b150458d-225e-4dd3-a661-84b5833f4b80;Entrada;2024-07-20;;241;2025-04-07
3;72eccfb6-aedf-4f05-bda5-52cf0197999e;Saída;;2024-07-09;242;2024-09-30
21;6efb5dc0-d31c-4bda-af86-da325cab3f9b;Entrada;2024-07-18;;243;2024-12-24
65;7cff0fba-9b11-455a-96de-ffed764d48f0;Saída;;2024-07-01;244;2024-07-27
59;ae081b30-6022-46bb-a2db-08a7fc867826;Entrada;2024-07-29;;245;2024-08-05
16;1071af4b-8869-4a54-b2df-703ed10d6b51;Saída;;2024-07-15;246;2024-10-21
29;c54eaf9e-7070-44af-a644-acec985eb09f;Entrada;2024-07-13;;247;2025-05-03
9;7720c0db-e5f4-438e-a952-d7a726c67617;Saída;;2024-07-24;248;2025-06-19
57;1fcca680-d5f5-412f-bcad-178fa6d7e096;Entrada;2024-07-27;;249;2024-11-28
77;1abca40e-eedd-4739-8bdc-495fcff190af;Saída;;2024-07-06;250;2025-03-05
10;24e4e823-cbe0-4041-9564-b7b2f1c773a3;Entrada;2024-07-25;;251;2024-08-27
52;4584fdaf-7d35-4f5a-bbe1-028e56745171;Saída;;2024-07-15;252;2024-11-19
5;9e6a0201-6210-49a3-8498-4d3cc0f25c5c;Entrada;2024-07-30;;253;2024-09-21
13;757f64bd-79ec-4b31-99d0-8c7ef65cebde;Saída;;2024-07-07;254;2025-05-19
77;2e6a4e6d-dee6-495c-8da9-56c08b22f812;Entrada;2024-07-07;;255;2025-06-06
19;af231e5c-dbb0-4c5b-b39a-8f8bc54a8845;Saída;;2024-07-17;256;2024-12-21
15;409715ff-c4b4-4ad3-8e3a-7dbc1ab4d517;Entrada;2024-07-26;;257;2024-07-27
20;59158198-bd14-4c65-a14b-f889573d0872;Saída;;2024-07-21;258;2024-08-24
68;892f14c5-33af-4b9f-b982-8f4b1cf08db5;Entrada;2024-07-09;;259;2024-07-14
38;0290d771-ec71-4c72-b223-9cb46fc80a52;Saída;;2024-07-20;260;2024-10-25
56;75700ca3-7f86-46a2-9768-95d496986880;Entrada;2024-07-01;;261;2024-08-10
11;cf1a5372-a6a8-49ed-8756-2488ca29fd1b;Saída;;2024-07-17;262;2024-11-27
38;65fea49e-ca09-45af-b240-670a791b99c3;Entrada;2024-07-25;;263;2024-07-12
38;9ae204f0-20ec-4e24-97d7-073c640c596f;Saída;;2024-07-01;264;2025-03-12
62;a1a60505-f871-4a84-a2f4-614395332e7b;Entrada;2024-07-01;;265;2024-11-12
43;ed2e89bc-6107-4604-a477-286c89286c4e;Saída;;2024-07-21;266;2024-12-16
5;aaf512c0-fbf0-4ec5-8aea-826aa36e9dc7;Entrada;2024-07-17;;267;2025-04-21
70;c0b12a8c-605d-4365-97d2-192bf7b35c37;Saída;;2024-07-09;268;2024-08-02
58;c1b652c7-0f4f-4df8-b601-e63051b0e5e4;Entrada;2024-07-13;;269;2025-05-30
36;7dbb7384-5d12-4533-8a72-cee76834cf05;Saída;;2024-07-13;270;2025-01-11
66;8288dd5c-bf8d-47cf-ad2d-974dd7b439b8;Entrada;2024-07-27;;271;2024-11-05
62;b68c88b7-f677-48b7-9eb9-a665657cff8f;Saída;;2024-07-23;272;2024-11-01
19;0dc0ea25-daf6-457f-9821-7862ef233c9c;Entrada;2024-07-15;;273;2024-08-12
30;e5e478df-e4a7-4e7a-bf23-b9c0477e698e;Saída;;2024-07-03;274;2025-02-16
20;07e08d4a-4818-4f85-9975-40741ed45f5c;Entrada;2024-07-01;;275;2025-02-16
